sample_id,lon,lat,domain,Th,Ce,La,Nd,P,Y,U,Zr,Ti,Fe
NURE_WA_0182,-117.22591914516431,47.670557205014035,THORITE_ANOMALY,2.579544370531709,15.39,98.49,4.29,333.01,29.12,13.14689047115604,172.15,5213.96,67796.35
NURE_WA_0183,-117.36798193985706,47.620220450777296,BACKGROUND,7.23,20.8,12.88,10.41,815.29,25.43,2.75,198.35,2007.91,75648.92
NURE_WA_0184,-119.22617511685453,48.66510200992577,MCC,59.44,32.44,306.37,125.7,994.74,68.36,1.21,145.01,1859.76,19171.75
NURE_WA_0185,-118.02004786189747,48.29278610592992,BATHOLITH,18.94,82.59,24.44,3.4,458.19,20.75,1.8,101.62,3481.31,25108.73
NURE_WA_0186,-117.54833339939636,48.60144383428438,BACKGROUND,4.51,152.85,3.6,12.57,317.54,17.43,2.24,252.97,11384.68,19548.94
NURE_WA_0187,-118.33439756520161,48.195723741765995,BATHOLITH,8.11,16.42,78.28,17.15,789.36,19.71,1.43,116.83,1377.27,41934.73
NURE_WA_0188,-118.41104826493198,47.89424325318257,BATHOLITH,10.84,124.94,34.62,22.4,315.65,10.4,4.14,228.2,3381.43,30787.69
NURE_WA_0189,-119.27444312729864,48.81056370827872,MCC,44.6,237.52,338.25,28.3,1238.96,52.11,3.07,91.3,2378.02,48928.38
NURE_WA_0190,-119.7206916965823,48.77906540635037,MCC,3.14,169.3,71.44,26.39,640.81,25.01,1.33,104.63,1169.77,48794.22
NURE_WA_0191,-117.30835272614001,48.611514353367085,BACKGROUND,19.78,34.92,18.97,11.74,438.55,33.89,0.54,208.9,4654.22,15368.14
NURE_WA_0192,-117.29874582851001,47.93543221956794,BACKGROUND,2.31,125.44,58.55,10.24,412.35,9.28,2.57,268.86,5697.87,53299.58
NURE_WA_0193,-118.10069562818019,48.44436906699054,BATHOLITH,12.41,220.88,25.09,7.4,660.12,49.08,1.22,84.21,4861.08,29128.43
NURE_WA_0194,-118.9829106268539,48.07755823510404,MCC,20.7,456.01,38.31,13.41,313.38,25.61,3.95,133.92,3853.58,21646.57
NURE_WA_0195,-118.95237127616201,47.64653131732261,BACKGROUND,11.33,98.35,6.25,74.39,707.34,33.54,1.02,48.25,3552.78,39662.5
NURE_WA_0196,-117.82213296338928,48.96770172073959,BATHOLITH,33.15,108.66,24.28,8.42,1017.64,9.04,5.29,87.89,9321.59,43732.08
NURE_WA_0197,-117.30866922014226,47.71890980947034,BACKGROUND,3.67,34.6,32.32,21.11,370.15,14.08,2.24,31.61,4974.85,17432.52
NURE_WA_0198,-117.33874072720465,49.02037976611329,BACKGROUND,1.01,25.96,10.45,16.22,457.1,26.28,5.16,55.36,11650.94,19481.71
NURE_WA_0199,-117.66037336242712,48.21360923673273,BACKGROUND,7.9,51.26,21.21,7.32,1150.26,42.05,0.84,58.32,3304.14,17579.91
NURE_WA_0200,-118.07390506153713,47.79621268614179,BATHOLITH,3.89,111.69,33.49,11.23,893.74,17.78,0.77,171.35,4275.27,64895.94
NURE_WA_0201,-119.74758010501485,48.367041515805376,MCC,7.39,97.96,111.65,26.33,1018.31,34.49,1.13,67.65,4246.17,58463.07
NURE_WA_0202,-119.51511385771616,48.896713337402254,MCC,34.75,146.81,359.37,181.27,2218.78,162.12,2.92,65.54,3647.78,22836.42
NURE_WA_0203,-117.30433743441876,48.6715598182553,BACKGROUND,8.81,53.69,33.54,62.42,491.25,11.13,3.42,93.39,2132.01,14884.5
NURE_WA_0204,-118.18071282102123,48.79049783657832,BATHOLITH,33.75,154.56,44.92,6.75,383.02,11.02,2.05,130.31,4865.82,11209.75
NURE_WA_0205,-119.97240884515011,48.55405338673715,MCC,19.54,407.49,91.7,138.66,1865.7,91.16,2.86,97.46,13604.9,49135.82
NURE_WA_0206,-119.6955853714019,48.60764250322856,MCC,3.15,25.36,46.57,36.05,590.32,26.92,5.17,151.31,2049.57,28212.71
NURE_WA_0207,-118.00949469267583,48.85871304250451,BATHOLITH,5.55,44.13,20.6,6.96,479.34,11.31,0.42,321.23,7057.37,24359.99
NURE_WA_0208,-119.98481524846135,47.899468814174696,BACKGROUND,2.13,188.59,109.81,22.56,907.55,17.01,1.02,81.89,4151.59,23325.64
NURE_WA_0209,-119.5175758457475,48.28307994182902,MCC,18.27,165.05,81.97,80.13,1107.22,40.19,1.05,176.97,1200.49,56899.5
NURE_WA_0210,-118.35379863190025,47.853935106911365,BATHOLITH,5.56,6.65,21.18,18.77,293.77,11.6,5.01,148.78,2310.93,12375.47
NURE_WA_0211,-117.92431440692192,49.080268812794635,BATHOLITH,5.64,82.72,17.25,30.31,1504.56,24.26,2.09,92.96,3166.27,57759.42
NURE_WA_0212,-118.0441162214922,49.010494943498585,BATHOLITH,11.17,91.18,28.33,6.32,615.41,14.92,2.83,76.54,7593.53,18456.62
NURE_WA_0213,-119.32719207161833,47.56308289818961,BACKGROUND,1.32,66.01,33.62,10.21,651.01,31.38,0.63,135.98,968.3,17568.93
NURE_WA_0214,-117.8634623359574,48.628920276025106,BATHOLITH,23.14,29.83,8.97,16.79,1619.49,5.59,1.2,236.06,10809.82,28339.36
NURE_WA_0215,-119.2882527375096,48.98039730786507,MCC,125.01,669.06,153.7,38.86,1932.56,54.51,2.58,230.06,6283.85,16513.64
NURE_WA_0216,-119.0238009055222,47.788920552203734,BACKGROUND,7.34,81.44,76.72,7.85,504.38,11.5,0.9,124.71,15533.92,10818.51
NURE_WA_0217,-117.76052578464592,48.40871236888421,BACKGROUND,5.51,78.34,25.07,18.02,250.32,17.56,1.41,30.55,7483.88,51062.13
NURE_WA_0218,-118.05110130285836,48.96478127614087,BATHOLITH,6.81,115.5,30.42,56.2,639.3,36.63,1.68,111.47,6102.62,21852.53
NURE_WA_0219,-117.45232976851747,47.55431356573728,BACKGROUND,3.35,24.63,34.96,4.3,217.11,43.36,1.43,114.97,1689.76,31620.28
NURE_WA_0220,-118.02716132309897,48.615872427594944,BATHOLITH,22.92,47.71,79.51,32.74,1845.65,6.8,4.31,194.31,2249.22,52461.22
NURE_WA_0221,-118.29507418999358,47.97575841179608,BATHOLITH,5.81,28.75,15.45,109.09,514.69,23.82,1.38,66.77,7030.86,14200.09
NURE_WA_0222,-119.71897569651573,48.979033912602446,MCC,7.48,64.81,25.05,35.38,970.92,29.81,1.24,87.9,7484.59,49288.92
NURE_WA_0223,-118.8968525908217,49.05369319226459,MCC,13.09,15.29,40.63,165.99,525.24,16.78,3.27,43.74,2716.83,41776.76
NURE_WA_0224,-119.20439289695483,49.0108263825815,MCC,6.96,127.92,48.14,37.03,638.52,28.38,2.0,132.64,2929.35,27122.64
NURE_WA_0225,-119.26803106986274,48.25874274665194,MCC,8.79,37.43,14.32,39.28,926.02,38.11,1.69,129.03,5237.06,38406.96
NURE_WA_0226,-117.08096833574267,48.879268241582906,BACKGROUND,6.41,62.24,22.76,3.49,562.38,52.64,1.76,68.72,4746.28,35688.32
NURE_WA_0227,-118.82070682599972,48.85127903765611,MCC,14.11,169.49,171.08,104.85,2247.33,33.84,2.68,68.95,6166.86,56824.75
NURE_WA_0228,-117.32386033446866,48.01056075718921,BACKGROUND,4.17,38.79,101.82,14.79,920.97,18.63,1.78,48.82,4339.11,31567.32
NURE_WA_0229,-118.10658412200821,48.82626475864109,BATHOLITH,36.72,191.75,28.77,30.87,819.49,30.33,3.85,166.9,3240.14,21857.96
NURE_WA_0230,-117.61556608937505,47.55921221554479,BACKGROUND,12.3,38.18,54.93,66.35,309.54,9.7,1.98,122.04,2884.8,63524.12
NURE_WA_0231,-118.49208872068442,48.45403180557128,BATHOLITH,6.2,39.66,23.12,23.81,240.92,7.7,0.47,173.54,3891.44,53659.19
NURE_WA_0232,-118.26928834612092,47.868014139660325,BATHOLITH,11.23,106.92,27.57,5.43,1354.65,33.53,1.73,136.55,2949.14,17281.58
NURE_WA_0233,-118.52244691854341,47.69290701724365,BACKGROUND,1.43,36.24,24.27,78.29,845.86,6.11,2.14,104.11,3399.81,42321.61
NURE_WA_0234,-119.41427103660587,47.62312512260674,BACKGROUND,1.75,32.71,33.71,34.86,558.94,13.15,2.01,155.14,3931.94,16842.2
NURE_WA_0235,-117.83264365421549,48.61406204140503,BATHOLITH,3.43,22.54,128.86,38.78,484.99,12.0,1.56,188.66,11093.6,21453.92
NURE_WA_0236,-119.15768291267743,48.043799942028905,MCC,10.48,69.69,143.26,35.53,1097.37,32.05,0.87,120.74,2824.45,13647.52
NURE_WA_0237,-119.92705210070564,48.65962683444602,MCC,8.08,239.58,20.64,22.68,1296.4,16.36,1.49,40.89,6426.91,25393.57
NURE_WA_0238,-118.0635831122785,47.60457014527831,BATHOLITH,17.45,36.25,25.11,8.22,286.07,9.26,1.63,83.13,4528.48,18309.39
NURE_WA_0239,-119.46866796177885,48.00446454052898,MCC,13.41,49.28,18.33,33.64,727.63,27.6,5.12,106.89,2707.09,18312.72
NURE_WA_0240,-117.17862424694125,48.36318606780054,BACKGROUND,1.67,99.92,3.52,29.73,317.93,11.62,1.3,229.41,3893.79,46519.93
NURE_WA_0241,-117.13821426899224,48.76515706374234,BACKGROUND,16.7,22.53,24.54,6.91,190.35,12.48,2.0,82.54,2001.26,24043.3
NURE_WA_0242,-117.25540682933865,48.01000400469131,BACKGROUND,7.08,137.34,14.13,53.64,226.94,12.5,1.78,120.12,6222.82,15011.25
NURE_WA_0243,-118.88952389923367,48.501426202299214,MCC,2.89,26.35,20.89,71.33,816.54,11.6,1.8,73.19,2603.22,51646.0
NURE_WA_0244,-119.9536301504134,48.9175643971779,MCC,41.52,176.12,107.9,25.89,910.36,13.41,1.6,135.3,7917.05,16243.18
NURE_WA_0245,-117.21504431223683,48.48538110109169,BACKGROUND,4.99,14.38,37.02,10.84,461.67,12.01,1.38,102.5,3423.89,24420.08
NURE_WA_0246,-118.71544755504806,47.87273515960582,BACKGROUND,3.08,79.8,11.56,45.65,550.45,36.36,8.18,79.28,3041.69,26181.71
NURE_WA_0247,-117.100035542869,47.53904125049046,BACKGROUND,9.29,138.62,13.14,27.2,477.14,21.74,4.95,90.06,1528.63,45336.34
NURE_WA_0248,-117.10914006873224,48.89215819824149,BACKGROUND,2.83,9.9,10.78,18.77,692.68,4.57,1.96,111.39,6180.85,44071.1
NURE_WA_0249,-117.44097163359793,47.53403105736062,BACKGROUND,9.19,119.84,18.86,53.49,378.14,16.86,2.94,159.0,5446.52,24956.72
NURE_WA_0250,-119.11665332379124,48.89952267629472,MCC,34.15,448.01,25.07,184.46,1045.27,78.18,0.98,142.4,2564.56,13692.14
NURE_WA_0251,-118.84470681419423,48.34629941444354,MCC,25.4,44.07,12.59,35.54,949.69,40.53,3.63,99.56,10796.65,33985.94
NURE_WA_0252,-117.44658998544944,49.00250831762064,BACKGROUND,1.48,36.93,17.1,44.04,664.9,8.03,2.36,149.32,9003.81,49094.07
NURE_WA_0253,-119.04923398453117,48.778053177237865,MCC,22.91,20.99,99.86,26.44,1233.09,58.01,1.58,41.32,8892.24,57247.41
NURE_WA_0254,-119.49152175994172,49.09669457685334,MCC,16.06,47.15,34.22,24.5,598.11,26.28,1.1,89.5,4593.85,83167.49
NURE_WA_0255,-118.32959621262495,48.06113890472274,BATHOLITH,12.24,108.97,6.65,27.87,838.25,21.39,2.05,123.78,4239.8,11760.89
NURE_WA_0256,-117.19153567751766,48.727501262289806,BACKGROUND,4.17,25.56,179.12,56.18,271.89,18.71,4.81,44.88,4027.01,32149.78
NURE_WA_0257,-117.91191060997508,48.143089461774785,BATHOLITH,18.0,38.04,139.53,77.6,2954.38,8.28,2.45,32.43,5243.89,22145.22
NURE_WA_0258,-118.2898164897319,48.26780099248626,BATHOLITH,4.31,16.34,22.17,3.82,780.3,4.91,2.18,32.51,3230.79,74655.21
NURE_WA_0259,-119.70847051868769,48.50400874114939,MCC,6.19,100.57,51.58,65.9,541.48,48.15,0.48,72.56,2943.45,42640.04
NURE_WA_0260,-118.1549783199025,48.89788338269814,BATHOLITH,1.78,20.55,27.11,18.54,373.18,11.82,3.15,77.22,3674.76,99969.37
NURE_WA_0261,-117.0298384496872,49.074533550718876,BACKGROUND,1.21,88.25,12.86,15.19,333.63,13.36,5.2,160.54,6224.23,13684.85
NURE_WA_0262,-119.57974795429043,48.72923746218323,MCC,52.43,100.55,24.38,18.2,2007.51,36.48,3.58,349.33,2517.2,15172.4
NURE_WA_0263,-118.44501104290879,48.168426851467736,BATHOLITH,16.18,23.17,25.69,61.95,208.04,17.59,1.59,110.23,5719.72,33921.43
NURE_WA_0264,-117.36788078421614,48.17417120364331,BACKGROUND,3.73,150.74,29.76,39.85,591.1,24.17,1.72,67.23,5893.3,56078.32
NURE_WA_0265,-117.77769414673739,48.680131682542225,BACKGROUND,9.11,25.56,6.29,17.55,401.78,16.43,1.75,33.8,3111.15,25333.71
NURE_WA_0266,-117.90895277701419,47.882043433229285,BATHOLITH,5.22,202.68,21.65,20.63,498.0,11.66,2.24,106.7,4033.2,18637.02
NURE_WA_0267,-117.89254774803867,47.67675858101023,BATHOLITH,16.78,62.31,40.77,22.75,648.48,21.04,1.95,62.08,1963.13,52769.12
NURE_WA_0268,-118.92152654634073,48.06739545222524,MCC,16.49,153.34,33.59,19.98,507.27,14.33,4.2,78.28,6925.9,27057.79
NURE_WA_0269,-119.11922446720652,47.95958238664653,BACKGROUND,2.27,28.17,73.69,8.03,1663.95,9.68,3.25,94.94,3230.32,14829.02
NURE_WA_0270,-117.57191653356446,47.97409299272959,THORITE_ANOMALY,17.311190714604027,17.52,5.58,21.87,361.71,39.28,18.930348077167167,263.75,2645.28,32365.59
NURE_WA_0271,-117.56965981596245,47.87377240167986,BACKGROUND,0.64,41.91,16.38,18.9,620.54,25.3,2.15,145.03,9571.85,37078.85
NURE_WA_0272,-117.39878304425969,47.56734910341818,BACKGROUND,7.33,6.46,14.74,10.47,504.74,4.56,4.46,89.59,4604.86,33964.39
NURE_WA_0273,-117.26027834233058,47.52859829557346,BACKGROUND,16.18,46.46,33.74,15.83,185.84,12.14,3.33,87.26,3365.96,51860.86
NURE_WA_0274,-118.46597280341719,49.080355823577655,BATHOLITH,5.14,45.92,24.77,29.03,466.96,7.39,2.07,97.41,6628.39,17505.84
NURE_WA_0275,-118.49545111593841,48.18443701397738,BATHOLITH,6.62,23.2,9.66,99.1,470.84,25.94,0.83,444.25,6332.22,26048.52
NURE_WA_0276,-117.60511446309968,48.11492263545549,BACKGROUND,10.43,80.77,26.34,19.98,702.26,5.88,1.74,41.29,5395.63,20632.31
NURE_WA_0277,-118.05010820766671,48.58743565230891,BATHOLITH,1.53,50.39,13.43,29.87,105.66,9.6,1.15,89.26,2863.32,46712.91
NURE_WA_0278,-117.89409936822689,47.8492062205841,BATHOLITH,6.03,75.04,108.88,13.26,615.91,5.68,0.57,164.38,3846.84,57691.3
NURE_WA_0279,-117.6126219916917,49.019937894320364,BACKGROUND,8.72,217.83,32.09,24.93,516.94,6.46,4.55,73.33,5104.27,12614.95
NURE_WA_0280,-117.3299839745473,48.75815202306489,THORITE_ANOMALY,6.407037803042967,42.83,79.55,26.62,1097.49,27.99,7.812930279396319,67.53,2586.82,11582.24
NURE_WA_0281,-118.9860145294454,47.64305760369962,BACKGROUND,5.81,69.29,21.57,48.47,578.25,17.34,1.17,117.15,6851.74,18878.02
NURE_WA_0282,-118.87325114208016,48.16812924125588,MCC,18.55,42.66,10.82,45.51,439.63,23.56,1.82,99.54,5073.45,35265.74
NURE_WA_0283,-119.7180541804774,48.90658929209946,MCC,4.82,215.8,43.9,27.73,524.58,18.37,0.7,97.28,2769.02,17559.94
NURE_WA_0284,-118.26515957701147,49.01157123566626,BATHOLITH,11.67,400.07,9.79,51.98,882.52,10.02,2.4,79.84,4277.21,69299.56
NURE_WA_0285,-119.89217317860977,48.24784241799979,MCC,16.23,60.35,12.36,31.27,1887.16,12.43,1.19,110.36,2235.2,19339.34
NURE_WA_0286,-118.60320594560262,48.48145822273713,MCC,2.01,22.61,44.99,7.38,234.83,12.05,3.22,92.25,2982.37,30759.63
NURE_WA_0287,-118.37206609587727,47.76725431374732,BATHOLITH,14.71,108.97,27.73,45.75,275.33,28.85,2.34,85.38,3816.43,28279.18
NURE_WA_0288,-119.14037624361515,49.085869801819165,MCC,5.56,58.72,129.25,29.07,2043.29,95.46,1.72,150.14,2035.21,45609.46
NURE_WA_0289,-118.22750021829297,47.87067472221351,BATHOLITH,9.93,31.8,6.72,30.1,163.86,12.94,3.61,114.45,11367.02,52986.76
NURE_WA_0290,-119.90849925018286,49.0083708386162,MCC,17.15,130.94,17.96,26.82,1117.21,14.79,2.2,89.63,1526.07,37552.77
NURE_WA_0291,-119.88795543375235,48.53943463838779,MCC,12.33,63.29,66.77,62.91,1100.36,17.62,2.5,199.67,2771.8,96056.87
NURE_WA_0292,-117.53219831802103,48.47237887180618,BACKGROUND,5.81,26.26,27.25,4.64,380.09,8.42,2.31,178.61,5520.97,8056.58
NURE_WA_0293,-118.9194280757662,48.32030161762641,MCC,79.91,248.56,78.87,72.81,2454.11,31.79,1.52,141.61,3551.87,55917.77
NURE_WA_0294,-119.61881846204435,47.869071698748414,BACKGROUND,3.37,60.92,10.67,43.55,237.09,30.4,2.56,93.93,5892.11,39850.82
NURE_WA_0295,-118.43327021983559,47.782444851208815,BATHOLITH,22.64,182.51,40.11,9.58,381.04,14.83,3.91,79.89,3137.84,83641.53
NURE_WA_0296,-117.69001934070417,47.85277793451228,BACKGROUND,3.33,87.74,21.59,6.23,916.34,10.2,2.2,99.08,4383.86,8905.12
NURE_WA_0297,-119.35253691750947,47.798301219430805,BACKGROUND,4.28,130.71,49.73,9.35,274.53,18.74,1.34,108.92,2952.35,11177.81
NURE_WA_0298,-118.131328572543,48.74733515770681,BATHOLITH,1.25,78.35,20.01,12.49,756.77,29.59,1.84,85.19,5092.0,14142.26
NURE_WA_0299,-119.7439576050187,48.06020041466677,MCC,31.57,285.43,15.9,37.03,1114.37,57.51,2.8,235.97,2932.54,22775.73
NURE_WA_0300,-119.84495483649418,47.59254828250143,BACKGROUND,7.24,132.05,28.78,7.56,245.66,6.53,3.09,198.91,10759.95,47900.15
NURE_WA_0301,-118.40593610529555,49.050564208225296,BATHOLITH,22.42,42.68,13.0,40.18,648.59,16.38,2.66,123.1,7863.47,61540.29
NURE_WA_0302,-118.37809463516967,48.914057415941485,BATHOLITH,15.34,94.54,20.66,37.17,237.44,27.69,1.11,120.57,2414.97,40791.23
NURE_WA_0303,-118.08771029550537,48.984403653112345,BATHOLITH,2.83,123.17,26.4,41.23,514.87,19.22,1.26,74.21,2992.22,48262.67
NURE_WA_0304,-117.82172599883202,49.0918525162343,BATHOLITH,4.48,174.59,5.76,7.33,302.33,7.29,0.89,129.38,3426.82,37039.72
NURE_WA_0305,-117.07244376161239,47.77823239875118,BACKGROUND,7.06,79.47,21.35,7.37,924.97,11.13,1.28,93.23,2326.05,23810.7
NURE_WA_0306,-118.45109895509641,48.13398723024425,BATHOLITH,9.95,23.42,46.9,60.75,255.66,46.09,2.7,182.56,8704.55,51466.69
NURE_WA_0307,-119.03113058117626,48.71318156112655,MCC,63.82,232.57,229.63,220.08,1150.19,98.15,1.94,111.09,4140.47,31495.1
NURE_WA_0308,-117.61444141569389,48.61363298888607,BACKGROUND,1.81,10.96,4.52,48.22,335.06,16.61,2.01,62.94,6187.25,27964.22
NURE_WA_0309,-119.18750324621378,47.74623345014377,BACKGROUND,4.64,146.6,45.51,40.95,301.1,14.77,1.81,58.92,4711.71,22275.2
NURE_WA_0310,-118.68308573788309,48.80533299998499,MCC,21.85,42.2,211.88,21.01,1300.43,53.59,1.56,165.08,1951.77,67142.95
NURE_WA_0311,-119.76463085597321,47.859104914938655,BACKGROUND,3.44,35.83,44.37,12.17,339.56,13.65,1.12,282.38,2818.66,47595.97
NURE_WA_0312,-119.92394776975362,47.8581081837162,BACKGROUND,6.73,20.25,22.52,38.03,463.49,29.91,3.78,171.28,2990.53,16491.07
NURE_WA_0313,-117.11205475596623,48.35915907662946,BACKGROUND,3.39,54.12,35.64,3.25,512.19,16.85,1.84,210.56,4875.48,62061.4
NURE_WA_0314,-117.49205963846339,48.448703895746725,BACKGROUND,23.88,13.44,8.59,90.97,342.61,10.65,1.32,194.53,1925.67,30388.21
NURE_WA_0315,-117.9120773817189,48.4281379325405,BATHOLITH,21.24,33.91,26.79,15.3,971.34,3.2,2.12,97.03,3000.53,78164.91
NURE_WA_0316,-118.77314116675718,47.64637893983641,BACKGROUND,10.76,61.83,64.68,11.36,342.66,28.34,2.71,43.69,2861.32,37183.31
NURE_WA_0317,-119.48011703978746,48.90393738020861,MCC,44.08,101.28,7.76,118.73,1014.46,19.56,0.45,161.6,4143.97,26482.29
NURE_WA_0318,-119.53068887198674,47.92496006814193,BACKGROUND,9.62,176.53,7.1,19.24,209.91,13.59,1.87,145.65,3957.45,42406.14
NURE_WA_0319,-119.24927130550621,47.70722387405249,BACKGROUND,10.16,276.42,17.4,9.04,589.72,9.89,4.88,87.94,2819.94,23109.76
NURE_WA_0320,-118.35232000588164,48.92199692779037,BATHOLITH,16.37,64.14,21.1,79.21,320.03,15.74,3.08,41.64,5036.17,16718.82
NURE_WA_0321,-117.85621223189982,49.02904239716761,BATHOLITH,3.91,126.17,87.61,40.56,591.43,13.58,1.56,232.63,2618.12,16886.91
NURE_WA_0322,-118.0194078698468,48.87940418762472,BATHOLITH,4.36,31.15,10.17,13.24,491.43,17.66,3.63,137.82,3471.18,26888.63
NURE_WA_0323,-119.16019830916217,48.79522571955981,MCC,29.93,93.63,28.08,15.88,423.33,40.95,2.95,141.73,3593.02,65481.61
NURE_WA_0324,-117.13540415801042,48.54838716902243,BACKGROUND,12.53,44.5,13.64,32.43,645.7,18.81,2.24,100.76,14508.26,57875.34
NURE_WA_0325,-117.78630924991269,48.381371792974626,BACKGROUND,5.84,36.6,26.7,30.46,166.64,49.8,1.38,102.79,3934.05,90820.51
NURE_WA_0326,-118.3369378424658,47.63917881585826,BATHOLITH,3.15,66.03,14.18,29.36,604.57,26.25,1.38,104.86,1810.16,44282.68
NURE_WA_0327,-118.16483776129694,48.15352514091312,BATHOLITH,10.96,59.02,40.99,75.29,439.26,16.67,1.17,63.58,4073.79,55354.13
NURE_WA_0328,-118.74119981271663,48.0963016272197,MCC,13.53,95.38,42.21,73.7,653.09,91.44,1.48,153.55,1908.09,43488.05
NURE_WA_0329,-119.25680703149652,47.91560605401652,BACKGROUND,7.79,20.08,27.85,7.39,447.21,27.32,3.33,103.77,2247.44,42930.93
NURE_WA_0330,-118.93208196404622,48.65747218190174,MCC,8.65,10.02,65.32,29.2,1508.03,12.65,0.37,120.12,4535.84,11752.97
NURE_WA_0331,-117.72646166860689,48.29340117612603,BACKGROUND,56.08,35.64,41.58,11.52,161.43,14.04,1.85,82.44,3621.05,34748.83
NURE_WA_0332,-119.95681953411074,47.62967394545224,BACKGROUND,1.17,33.34,21.67,17.67,1694.5,42.66,1.41,33.13,3652.19,36980.31
NURE_WA_0333,-119.65178207847926,47.8522931231197,BACKGROUND,2.76,23.4,84.5,15.98,742.79,9.21,2.08,85.39,2653.37,56953.48
NURE_WA_0334,-119.86199207393474,48.59321402185535,MCC,5.2,172.38,49.19,81.7,1243.72,72.94,1.27,195.51,3797.58,14367.0
NURE_WA_0335,-119.87781359304309,47.62180937518448,BACKGROUND,4.79,11.09,29.84,45.77,1047.49,12.51,2.32,105.82,8814.96,19147.64
NURE_WA_0336,-117.43361824796698,48.86193106247803,BACKGROUND,3.84,22.94,6.77,24.34,1250.29,13.83,1.31,114.13,5349.53,27519.65
NURE_WA_0337,-117.88902642185992,48.29223444322236,BATHOLITH,29.7,46.98,55.04,2.23,2114.65,20.72,2.33,198.13,14152.93,48639.99
NURE_WA_0338,-118.57747851273803,48.26893852372264,MCC,14.89,96.42,35.94,23.49,829.65,17.23,2.06,40.43,4289.63,29413.68
NURE_WA_0339,-119.706497518047,48.44785245545523,MCC,12.0,1951.98,230.13,23.03,1918.78,36.11,1.22,48.94,4903.77,20568.72
NURE_WA_0340,-118.52515237464951,48.81948954548024,MCC,20.73,231.1,17.83,47.11,1170.35,19.01,1.4,251.2,4377.53,42702.53
NURE_WA_0341,-118.5795846876583,48.05649473264351,MCC,3.04,42.38,30.23,12.09,757.95,8.96,1.15,149.27,5393.23,24150.5
NURE_WA_0342,-119.48039439026995,48.5848258440945,MCC,7.45,104.36,119.89,132.86,1210.39,25.23,2.49,65.18,2894.92,62582.68
NURE_WA_0343,-118.69844505228608,48.405171142393264,MCC,25.28,62.46,105.72,187.92,1636.91,127.93,4.39,258.87,4570.38,41567.64
NURE_WA_0344,-118.80448579680788,47.927245232271076,BACKGROUND,8.21,30.28,15.58,24.15,251.53,14.26,3.94,30.53,9036.08,55923.06
NURE_WA_0345,-118.15244970584335,48.905807978168255,BATHOLITH,7.39,138.36,43.44,55.13,887.22,7.1,2.97,91.81,4040.09,20041.9
NURE_WA_0346,-118.09471904739706,48.775881634571085,BATHOLITH,13.75,25.38,7.62,14.36,654.67,17.63,4.29,159.46,6605.97,35975.97
NURE_WA_0347,-119.86408797068387,48.55352293545348,MCC,7.35,169.8,33.13,46.0,658.95,13.33,2.0,122.13,2682.5,26335.05
NURE_WA_0348,-118.87616215612059,48.86093076655079,MCC,33.48,83.85,176.79,164.8,1146.62,20.57,0.67,45.49,1801.33,64456.15
NURE_WA_0349,-118.1224202528573,48.887670721535684,BATHOLITH,10.98,10.15,11.71,41.44,603.17,14.23,2.93,254.89,3413.59,31189.21
NURE_WA_0350,-118.49059122425973,48.63338076274405,BATHOLITH,47.22,9.12,45.53,17.99,704.49,10.72,2.09,152.66,21682.04,46977.67
NURE_WA_0351,-117.43053047643504,48.83922132538188,BACKGROUND,3.98,31.51,5.07,15.04,772.44,7.61,3.83,134.86,2568.17,27746.94
NURE_WA_0352,-118.02391910514316,48.61595433867085,BATHOLITH,7.28,71.53,17.49,20.16,796.13,16.58,2.2,135.34,5584.71,28988.07
NURE_WA_0353,-119.51119671875571,48.588225234816484,MCC,21.89,40.29,62.77,8.36,671.42,18.53,3.83,103.7,1916.52,39405.61
NURE_WA_0354,-119.78829375779871,48.4897782051443,MCC,13.55,61.63,43.09,65.8,622.33,24.62,1.86,42.06,6414.65,93914.97
NURE_WA_0355,-118.07274216538106,48.704346623292224,BATHOLITH,20.1,36.35,40.29,69.49,385.52,15.31,0.79,71.2,1340.82,38076.24
NURE_WA_0356,-119.92046606837513,47.753768168468916,BACKGROUND,4.7,58.31,17.25,36.68,552.79,5.13,3.61,82.91,1907.69,23528.47
NURE_WA_0357,-118.24267325617961,48.909393214718285,BATHOLITH,1.34,18.78,29.48,23.91,609.79,15.46,1.46,99.84,3027.99,12183.57
NURE_WA_0358,-117.17930927572513,48.89494964439237,BACKGROUND,11.86,172.46,38.92,71.58,539.44,40.56,6.7,39.35,4362.98,31485.67
NURE_WA_0359,-118.27357746637236,47.546795652855295,BATHOLITH,5.01,57.08,43.4,21.24,346.37,5.62,1.45,47.56,9927.23,28156.43
NURE_WA_0360,-118.83549022138044,48.82130680090362,MCC,17.48,26.63,17.61,30.89,1341.66,30.05,2.46,107.45,4817.58,33563.02
NURE_WA_0361,-118.07013534467293,47.706191787957515,BATHOLITH,7.05,22.56,29.04,13.27,2103.39,15.1,0.98,95.52,5146.55,75906.92
NURE_WA_0362,-118.62524132852545,48.03619016681463,MCC,3.58,214.37,16.94,32.54,1053.82,35.09,3.14,70.43,3315.3,29775.7
NURE_WA_0363,-118.3631496320522,48.689613210066575,BATHOLITH,7.26,78.18,54.05,27.45,661.63,6.42,2.2,134.24,5780.8,20443.97
NURE_WA_0364,-117.17560557367042,47.75721583367729,BACKGROUND,3.51,71.84,53.51,14.1,851.21,16.53,2.0,91.52,5837.72,35950.49
